carpark_number,latitude,longitude,area
SK64,1.384390986890149,103.89574224092472,Sengkang
SK65,1.383647183643841,103.89700587940068,Sengkang
SK66,1.3916668415615252,103.90693848256667,Punggol
SK67,1.3819478982409492,103.8970957670353,Sengkang
SK68,1.3830653872629295,103.89424243103556,Sengkang
SK69,1.3925062248152236,103.87633404339012,Seletar
SK7,1.3890692026660998,103.89799118724449,Sengkang
SK70,1.3842957031829393,103.89474221223811,Sengkang
SK71,1.3820774690154305,103.89418824518243,Sengkang
SK72,1.385141350529275,103.89388818553024,Sengkang
SK73,1.3861118971736086,103.89424467166316,Sengkang
SK74,1.3921683906630251,103.8775962147614,Seletar
SK75,1.391610101929331,103.87511098212576,Seletar
SK76,1.3853276738945457,103.90010855296318,Sengkang
SK77,1.3903156800516598,103.87653275385756,Seletar
SK78,1.3916838991563576,103.8740702868394,Seletar
SK79,1.386134754293027,103.90003979227828,Sengkang
SK8,1.3898333736018254,103.90218814877576,Punggol
SK80,1.3939219929429294,103.8765260190466,Seletar
SK81,1.3920275267973798,103.87327575706874,Seletar
SK82,1.390842498783753,103.90901878430208,Punggol
SK83,1.394189407365095,103.87340511790605,Seletar
SK84,1.389897715908134,103.91004707595528,Punggol
SK85,1.3942402489764532,103.87813726284284,Seletar
SK86,1.3943812008338867,103.87715995536352,Seletar
SK87,1.393152021809552,103.8731219967987,Seletar
SK88,1.3940211031242349,103.8741039347353,Seletar
SK89,1.3948696733879469,103.88854798239004,Sengkang
SK9,1.3908141653016273,103.90592175523312,Punggol
SK90,1.394852436314148,103.89235786844588,Sengkang
SK91,1.3855235976502756,103.89149543535996,Sengkang
SK92,1.3861697182372452,103.89291520211344,Sengkang
SK93,1.3939518722581916,103.875381819187,Seletar
SK94,1.3963498474206943,103.8893370608279,Sengkang
SK95,1.3979703351533257,103.88985718053202,Sengkang
SK96,1.3929133696171458,103.8782509358387,Seletar
SK97,1.3928604331140668,103.88624115849476,Sengkang
SK98,1.3896489828157732,103.88008277711153,Sengkang
SK99,1.3970913852933753,103.8785554864361,Seletar
SLS,1.2816757993312764,103.84297700733676,City
SMM,1.2933224327438246,103.80758222567272,Tanglin
SMML,1.2936097370332766,103.8086951002244,Tanglin
SM1,1.3579180845082497,103.83932819509428,Bishan
SM2,1.354862791790445,103.8363407120638,Bishan
SM3,1.354705140754078,103.83906659791536,Bishan
SM5,1.3572223499349128,103.8396137934972,Bishan
SM6,1.3613799663428785,103.83792313923097,Bishan
SM8,1.3573275280540351,103.83903345689444,Bishan
SM9,1.355495311708813,103.8368427438326,Bishan
SPM,1.2739258167233891,103.83563161921091,Bukit Merah
SPS,1.2750954612568544,103.83617308630484,Bukit Merah
SR1,1.303590995633725,103.85084575933833,City
SR2,1.3031633398197322,103.85107669980184,City
SS1L,1.3990531774110262,103.8892294730756,Punggol
STAM,1.292850191000663,103.80993984128176,Tanglin
STM1,1.2902642774663728,103.80319271421484,Queenstown
STM2,1.2898290995549135,103.80370237466184,Queenstown
STM3,1.2898270512586238,103.8033264959866,Queenstown
S100,1.3968683411312508,103.881715032245,Seletar
S101,1.3969722799644957,103.8794196667922,Seletar
S102,1.389273973802147,103.90760011419307,Punggol
S103,1.3963388421285428,103.89528722452624,Punggol
S104,1.3902443442059242,103.8930517872534,Sengkang
S105,1.3897226991117952,103.8944574348316,Sengkang
S106,1.3814023960148882,103.8900791730176,Sengkang
S107,1.3991578704764291,103.88970473952185,Punggol
S108,1.3980764550818106,103.89694953065955,Punggol
S109,1.391571986830565,103.8798987349062,Sengkang
S110,1.3933026077126274,103.88662111892198,Sengkang
S111,1.391814745631109,103.8712438790037,Seletar
S112,1.3924906225860834,103.86972452623448,Seletar
S113,1.3931035636363924,103.8856565539907,Sengkang
S114,1.3942085312548196,103.86962359541036,Seletar
S115,1.394061206668138,103.87144931485074,Seletar
S116,1.388324951227624,103.87121820760912,Seletar
S117,1.3903036982013692,103.87045246748842,Seletar
S118,1.3981368438017931,103.87638295653969,Seletar
S119,1.3871193185393835,103.91108396378736,Punggol
S120,1.3968220896644703,103.88847024863364,Sengkang
S13L,1.394310123955108,103.88702095718163,Sengkang
S14L,1.393568156444722,103.88428733664804,Sengkang
S15L,1.3898443846859627,103.87014825133372,Seletar
S16L,1.3980382156927311,103.8768218934538,Seletar
S19L,1.4513660567718123,103.82091139683448,Sembawang
S24L,1.453161110192054,103.8237047130531,Sembawang
S28L,1.4548200839405945,103.8167550426611,Sembawang
S30L,1.3945617002088786,103.89483022537868,Sengkang
S36L,1.447837709907731,103.83362049901474,Sembawang
S38L,1.4455889552961991,103.83282740751302,Sembawang
S39L,1.3739074487299363,103.87175191509498,Serangoon
S40L,1.446517923907347,103.82973204035764,Sembawang
S43L,1.4446854197624044,103.83025714496692,Sembawang
S45A,1.4430178445444928,103.831033360061,Sembawang
S45L,1.4433715562556602,103.83171671151024,Sembawang
S47L,1.448145006456636,103.8293429968488,Sembawang
S50L,1.4419551329561693,103.8225504618667,Sembawang
S69A,1.392068698044541,103.87687587467752,Seletar
TAM1,1.355179876416701,103.94595187637916,Tampines
TAM2,1.360293334389214,103.95315510409588,Pasir Ris
TBCM,1.277544772322185,103.82112429824346,Bukit Merah
TBC2,1.2757430581846363,103.82068963521876,Bukit Merah
TBC3,1.2790442396857191,103.8175781692421,Bukit Merah
TBK,1.2773607628817047,103.8100471507127,Bukit Merah
TBL,1.2764807593689045,103.80676130700182,Bukit Merah
TBM,1.2717912859952192,103.81066870217572,Bukit Merah
TBMT,1.273796254050212,103.8069013219054,Bukit Merah
TBM2,1.2753043651293587,103.80922332015447,Bukit Merah
TBM3,1.273374335911294,103.80897284613786,Bukit Merah
TBM4,1.2772968603551005,103.80776708675565,Bukit Merah
TM18,1.3523979713180423,103.93803491918668,Tampines
TBM5,1.274998507079263,103.8117515396651,Bukit Merah
TBM6,1.27333300146065,103.81111137475256,Bukit Merah
TBM7,1.276266120348286,103.81083577381318,Bukit Merah
TBM8,1.2772069380595077,103.8072808650482,Bukit Merah
TBM9,1.274784117407762,103.80719141319832,Bukit Merah
TB1,1.278443650566954,103.81857405338022,Bukit Merah
TB10,1.272406389504725,103.8232073879553,Bukit Merah
TB11,1.2706126262273696,103.8235354724374,Bukit Merah
TB14,1.2818252116961135,103.80734533801882,Bukit Merah
TB17,1.274814857226147,103.81301980698008,Bukit Merah
TB18,1.2765122720178543,103.80981167433968,Bukit Merah
TB19,1.2746646911948152,103.80871041296732,Bukit Merah
TB2,1.277605691154847,103.81934329580648,Bukit Merah
TB22,1.273911368539902,103.8075810262176,Bukit Merah
TB23,1.281342169104228,103.81521890869666,Bukit Merah
TB28,1.272025040151154,103.80911204099384,Bukit Merah
TB29,1.273135617253316,103.80698427155028,Bukit Merah
TB3,1.276839182859871,103.81946766823695,Bukit Merah
TB4A,1.2776343854674224,103.8224402252545,Bukit Merah
TB6,1.2739507972210309,103.82215128778115,Bukit Merah
TB7,1.2734514848823009,103.82139918679424,Bukit Merah
TB8,1.2726440475687442,103.820754852551,Bukit Merah
TB9,1.2732889977607464,103.82223343925538,Bukit Merah
TE1,1.2813137150572276,103.82645402589318,Bukit Merah
TE13,1.2832266599714903,103.8305745567535,Bukit Merah
TE14,1.2769805823717495,103.82885466487458,Bukit Merah
TE2,1.2799822967820182,103.8250799734771,Bukit Merah
TE21,1.2829905284723702,103.83158438729406,Bukit Merah
TE22,1.2834306517182228,103.832582825776,City
TE23,1.2842590600348192,103.83352601524116,City
TE24,1.2843450233069789,103.83010916150752,Bukit Merah
TE25,1.2773716640930235,103.83078772296412,Bukit Merah
TE26,1.2852865683978083,103.83085215573304,Bukit Merah
TE27,1.283665894606537,103.83155028187858,Bukit Merah
TE28,1.2826212098586078,103.83264485484852,City
TE29,1.2820927498333108,103.83131204800384,Bukit Merah
TE3,1.2797413916490037,103.82614156083416,Bukit Merah
TE30,1.2828840851961176,103.83019652469024,Bukit Merah
TE4,1.278369639755716,103.82784357064948,Bukit Merah
TE9,1.2838768066709862,103.83297237300414,City
TGML,1.3217496873149626,103.73934148022114,Jurong East
TGM1,1.3211726817146217,103.73891401431416,Jurong East
TGM2,1.3221450186133532,103.73829445496791,Jurong East
TGM3,1.323261328455711,103.73932836739311,Jurong East
TGM4,1.322522221646899,103.73725175304064,Jurong East
TG1,1.3233129928646263,103.7376345093951,Jurong East
TG2,1.32157429694808,103.7376019001642,Jurong East
TG3,1.3206349930588046,103.73897739773945,Jurong East
TG6,1.3218251384145028,103.741092696946,Jurong East
TG7,1.3201453629777036,103.74229100005508,Jurong East
THM,1.2982031224521289,103.79789417922284,Queenstown
THPP,1.3578681355771716,103.7340999263074,Bukit Batok
TH1,1.3554337141665256,103.73460441714036,Bukit Batok
TH1L,1.3548198831283724,103.73522278305371,Bukit Batok
TH2,1.3563702236324724,103.73240237982296,Bukit Batok
TH20,1.359597403965286,103.7304430468858,Tengah
TH21,1.3572405412819055,103.73044775351732,Tengah
TH22,1.3610011207332384,103.7321842459192,Choa Chu Kang
TH23,1.3601417730416203,103.73325444701106,Choa Chu Kang
TH24,1.3605234514127078,103.72847480614048,Tengah
TH3,1.3591258597448292,103.73487590542123,Bukit Batok
TH3L,1.3578627749012326,103.73351988243498,Bukit Batok
TH30,1.3631504400062475,103.73883056922084,Choa Chu Kang
TH31,1.3607943766979014,103.7368265592464,Choa Chu Kang
TH32,1.3624092182492735,103.73526902083772,Choa Chu Kang
TH33,1.3633776430733664,103.73341965878755,Choa Chu Kang
TH4,1.3576852282425464,103.73618211445492,Bukit Batok
TJ1K,1.334210647837338,103.72152435155064,Jurong East
TJ18,1.3318116622752592,103.72263118531257,Jurong East
TJ27,1.3271974323386024,103.72106615550815,Jurong East
TJ28,1.3371197566812698,103.72045887880437,Jurong West
TJ29,1.328142779235019,103.72230234256962,Jurong East
TJ30,1.3301014238029596,103.72223918558402,Jurong East
TJ31,1.3385945699313244,103.72287016767284,Jurong West
TJ32,1.3400495011789737,103.72018296671978,Jurong West
TJ33,1.337109414406709,103.72324981677068,Jurong East
TJ34,1.334020235539566,103.72454031143974,Jurong East
TJ35,1.332900638736559,103.72248400459584,Jurong East
TJ36,1.3362078554823698,103.72452979381964,Jurong East
TJ37,1.3382825338635973,103.7225283112236,Jurong West
TJ38,1.3323135685345089,103.72177968691923,Jurong East
TJ39,1.3279067611579445,103.7233238770191,Jurong East
TJ40,1.3303922793325875,103.72149803520968,Jurong East
TJ41,1.326821061387296,103.72339760723634,Jurong East
TJ42,1.327225464370421,103.72234935625218,Jurong East
TM1A,1.343561750214539,103.93604892903156,Tampines
TM1B,1.3414182581022234,103.93468619275438,Tampines
TM10,1.3533536463794174,103.96025509665785,Tampines
TM11,1.3544003715798585,103.9585245233876,Tampines
TM12,1.3558304340730032,103.95721552075253,Pasir Ris
TM13,1.3563570937883112,103.95910066578033,Pasir Ris
TM14,1.3491501505382808,103.93057172796932,Tampines
TM15,1.3577306247732577,103.95222370166888,Pasir Ris
TM16,1.3557548071635075,103.95023113290024,Tampines
TM17,1.351213154891125,103.9379870586498,Tampines
TM19,1.3573426549157683,103.95934486358404,Pasir Ris
TM20,1.3581427179881114,103.9610214920974,Pasir Ris
TM21,1.3514133266988884,103.96047384946188,Tampines
TM22,1.352264486560788,103.96282948823168,Tampines
TM23,1.354661486030471,103.96218106175438,Tampines
TM24,1.3554179483948303,103.9614423609394,Pasir Ris
TM25,1.3587147470147338,103.95849513834342,Pasir Ris
TM26,1.359826679786971,103.95962522398658,Pasir Ris
TM27,1.36065300511494,103.9598884790276,Pasir Ris
TM28,1.362833734951973,103.95687967842404,Pasir Ris
TM29,1.3606853861366743,103.95910880324688,Pasir Ris
TM3,1.3612627825031405,103.95056497201216,Pasir Ris
TM30,1.3568738297975131,103.93665140890116,Tampines
TM31,1.3587518558468132,103.93665544860932,Tampines
TM32,1.3595356023853955,103.93523070362784,Pasir Ris
TM33,1.356363667330087,103.93607194832354,Tampines
TM34,1.3572198097447834,103.9334329020754,Tampines
TM35,1.3599148478753331,103.93413927453078,Pasir Ris
TM36,1.3571629858521417,103.93907329779316,Tampines
TM37,1.3561768438388753,103.9386072382438,Tampines
TM4,1.363095228751709,103.95216148876725,Pasir Ris
TM41,1.3475301018629275,103.94141848248198,Tampines
TM42,1.3489369754158578,103.93350745764536,Tampines
TM43,1.353387177640572,103.95223471017071,Tampines
TM44,1.3592000246240483,103.95631685027024,Pasir Ris
TM45,1.3553474172451745,103.93300299723556,Tampines
TM46,1.3585465791925986,103.93844376960809,Tampines
TM47,1.356712431701248,103.94015046680173,Tampines
TM48,1.3470782741084315,103.9341414275888,Tampines
TM49,1.3639797760612586,103.95302368936656,Pasir Ris
TM5,1.363108337353694,103.9540792437761,Pasir Ris
TM50,1.356448330445218,103.93111964390374,Paya Lebar
TM51,1.351182903911401,103.92875608502416,Paya Lebar
TM52,1.3638640262558084,103.9557136213266,Pasir Ris
TM53,1.3548531044473473,103.9386890231192,Tampines
TM54,1.3535292620183683,103.9299226435963,Tampines
TM55,1.3548790403480122,103.9307058310858,Tampines
TM56,1.3543967795407494,103.94087133818628,Tampines
TM6,1.3532478142057665,103.95634938237887,Tampines
TM7,1.3528089666562568,103.95762516100385,Tampines
TM8,1.3515006916954586,103.95720428465218,Tampines
TM9,1.3533454115738093,103.9590930658871,Tampines
TPB1,1.3360648632051917,103.85659747937642,Toa Payoh
TPL,1.27690757487493,103.8430074041102,City
TPM,1.2754814002517192,103.84229740226186,City
TPMA,1.3365036597802444,103.85113356861105,Toa Payoh
TPMB,1.333054806550548,103.84524077047004,Toa Payoh
TPMC,1.341935891063596,103.8461606844804,Bishan
TPMD,1.3302080747111178,103.84491120787658,Toa Payoh
TPME,1.338446133420944,103.84984683207784,Toa Payoh
TPMF,1.3351666442919865,103.84559712610049,Toa Payoh
TPMG,1.33824903865788,103.84407314986844,Toa Payoh
TPMH,1.3320229196131728,103.85739786556675,Toa Payoh
TPMJ,1.3342662016697917,103.84548050687796,Toa Payoh
TPMK,1.3309769044577404,103.85857183592456,Toa Payoh
TPML,1.3382258757437402,103.85892321210036,Toa Payoh
TPMM,1.339014103039561,103.85800372941608,Toa Payoh
TPMN,1.334893015641102,103.84857845222837,Toa Payoh
TPMP,1.3366841663997724,103.84480135435707,Toa Payoh
TPMQ,1.3369784658429071,103.84285368128072,Toa Payoh
TPMR,1.333736553832418,103.85567320533444,Toa Payoh
TPMS,1.3315703259175324,103.86001393483086,Toa Payoh
TPMT,1.3336243754230903,103.85909021342164,Toa Payoh
TPMU,1.340186073345381,103.8436840119817,Bishan
TPM2,1.339270203865429,103.84708721261586,Toa Payoh
TPM3,1.3307490035221945,103.84223393404942,Toa Payoh
TPM4,1.335754157470333,103.84934606220978,Toa Payoh
TPM5,1.335818685356262,103.84733993345468,Toa Payoh
TPM6,1.3348896541471729,103.85462343286792,Toa Payoh
TPM7,1.3398497061338188,103.84592176737154,Toa Payoh
TPM8,1.3366352513195725,103.85928598754175,Toa Payoh
TPM9,1.3371022986698289,103.85778898095732,Toa Payoh
TP10,1.3349161381898265,103.85359156385024,Toa Payoh
TP12,1.3340273406132328,103.8521069604594,Toa Payoh
TP14,1.3358886108582313,103.85240772188094,Toa Payoh
TP15,1.3374793997904242,103.85083354968089,Toa Payoh
TP16,1.333245746223494,103.8483161533347,Toa Payoh
TP17,1.3337730224911777,103.84859327961225,Toa Payoh
TP18,1.332589320673887,103.85074446814262,Toa Payoh
TP2,1.3361796317904415,103.8482414982292,Toa Payoh
TP20,1.3310224198845195,103.8444875730262,Toa Payoh
TP22,1.3342009367863668,103.84404232075936,Toa Payoh
TP27,1.337544127996722,103.8452675574329,Toa Payoh
TP3,1.335341205575825,103.85155022411512,Toa Payoh
TP3A,1.3395182059074235,103.8542125805238,Toa Payoh
TP30,1.340605801519672,103.84633277507496,Toa Payoh
TP31,1.3411010791516005,103.84587103389002,Bishan
TP32,1.3410803478942457,103.8474497268717,Toa Payoh
TP33,1.3425174131789677,103.84708229584666,Bishan
TP34,1.3379881832413978,103.8524333470043,Toa Payoh
TP36,1.3362524950520134,103.853800075281,Toa Payoh
TP4A,1.339271189725484,103.85552897461852,Toa Payoh
TP40,1.3316871944820945,103.85671423889974,Toa Payoh
TP41,1.3319694948660128,103.85824381543726,Toa Payoh
TP43,1.3348090482765809,103.85724877971708,Toa Payoh
TP48,1.3375715055634887,103.85668073960235,Toa Payoh
TP49,1.3388696011180514,103.85574267886167,Toa Payoh
TP50,1.338878433095772,103.85443102196764,Toa Payoh
TP52,1.3414086530592122,103.8545392383077,Toa Payoh
TP53,1.3424420657666314,103.85555243223637,Toa Payoh
TP54,1.341438887484936,103.85645585589944,Toa Payoh
TP60,1.340164989877938,103.85225868390958,Toa Payoh
TP61,1.3329694275615094,103.84832067140506,Toa Payoh
TP62,1.3414197021702787,103.85046105448858,Toa Payoh
TP63,1.341762454186033,103.84903277871588,Toa Payoh
TP64,1.3423385585651624,103.8496130554869,Toa Payoh
TP65,1.335652523129743,103.85105537987413,Toa Payoh
TP66,1.33527703622672,103.8563877342518,Toa Payoh
TP67,1.3327492745119436,103.85711091585055,Toa Payoh
TP68,1.3311357042252492,103.85929371591384,Toa Payoh
TP7,1.3398039017977643,103.84876517259396,Toa Payoh
TP8,1.3393917414646108,103.84845103464636,Toa Payoh
TP8A,1.3379496519642362,103.8494145564817,Toa Payoh
TRM,1.3003313037311046,103.88365782138288,Marine Parade
TRS,1.3006494194943568,103.88347010008972,Marine Parade
TR1,1.3197304025188716,103.8611096164489,Kallang
TWCM,1.3182751284308722,103.85932291527888,Kallang
TWM1,1.3791544765788513,103.75753302194023,Choa Chu Kang
TWM2,1.3796366595380931,103.75657672438598,Choa Chu Kang
TWM3,1.3803889157456708,103.75731672497628,Choa Chu Kang
TWM4,1.3829207779958597,103.7539445336796,Choa Chu Kang
TWM5,1.3790484537959018,103.75862147578972,Choa Chu Kang
TWM6,1.380093359626029,103.75818691195651,Choa Chu Kang
TW1,1.3776881486417756,103.75515917100016,Choa Chu Kang
TW2,1.378749975150724,103.75447493964852,Choa Chu Kang
TW3,1.3803300689506637,103.75450502128642,Choa Chu Kang
TW4,1.3820725108563845,103.75309846721014,Choa Chu Kang
TY1,1.3390367795721196,103.77438705164928,Bukit Timah
TY2,1.3384762811903597,103.77365302105224,Bukit Timah
TY3T,1.3401160500047653,103.77239112522118,Bukit Panjang
TY4,1.338462890108186,103.7719711861974,Bukit Batok
T1,1.3475709576217372,103.94694258680528,Tampines
T11,1.3508262061118326,103.94331698509669,Tampines
T12,1.351086009942137,103.9457646070353,Tampines
T13,1.3490239873523138,103.9457387352956,Tampines
T15,1.3532075642039425,103.95276157879292,Tampines
T16,1.3525500507189252,103.95231205447486,Tampines
T17,1.351983646364974,103.95326871485506,Tampines
T18,1.3531859030595268,103.95393938972578,Tampines
WGL,1.447133829494602,103.80416399142068,Sembawang
T19,1.3545340856241253,103.9533458846943,Tampines
T20,1.356214509440851,103.9473602778782,Tampines
T24,1.3544353263886084,103.94727897895837,Tampines
T25,1.3526707593180312,103.94710797478446,Tampines
T26,1.3522209278111617,103.94909820583877,Tampines
T27,1.3530053637216,103.94819132677448,Tampines
T28,1.354229234006053,103.94939840662852,Tampines
T29,1.354028886838026,103.95096706281252,Tampines
T3,1.346640702174156,103.9474421943044,Tampines
T30,1.351063981435955,103.94941558410127,Tampines
T31,1.3511235363506409,103.9479787069416,Tampines
T32,1.3489435958045213,103.95044650654371,Tampines
T33,1.3475161741738964,103.95232364470964,Tampines
T34,1.348911627439186,103.9526857910774,Tampines
T35,1.3488833306241554,103.95423767399994,Tampines
T37,1.3467565733129754,103.93637336474596,Tampines
T38,1.3503210301814026,103.9405361777492,Tampines
T39,1.3456852935378616,103.94048978184544,Tampines
T4,1.3454200181193685,103.94981419991493,Tampines
T41,1.3482322058800873,103.93531166289048,Tampines
T42,1.3492885418065712,103.93272407564686,Tampines
T43,1.3511513824159778,103.93433411754452,Tampines
T44,1.3507122252686137,103.93537332934643,Tampines
T45,1.3530664094691636,103.9352058366942,Tampines
T46,1.3524976218939686,103.9365303255465,Tampines
T47,1.354912464910644,103.93689893386797,Tampines
T47A,1.354908408076639,103.9351143616564,Tampines
T47L,1.3560437447214972,103.93954257981136,Tampines
T48,1.3538868383953735,103.93284999223344,Tampines
T49,1.3519908804356835,103.93143000035806,Tampines
T49A,1.351415214205708,103.93341841093547,Tampines
T50,1.350722444483305,103.93100089511256,Tampines
T51,1.348748572139395,103.93170156744084,Tampines
T54,1.3536055365743227,103.94372421839104,Tampines
T55,1.35629474946784,103.94525194863836,Tampines
T56,1.350085921499638,103.93287637468974,Tampines
T57,1.3507467406692857,103.93306936325612,Tampines
T58,1.3553423222406014,103.9311247635696,Tampines
T7,1.3454696968380206,103.9458054036719,Tampines
T7A,1.344961935269825,103.94562724999795,Tampines
T72,1.3580941783804652,103.94561015235313,Pasir Ris
T73,1.35808555961423,103.94692216628528,Pasir Ris
T74,1.3594142202064825,103.948213461328,Pasir Ris
T75,1.359329003227221,103.95045443431616,Pasir Ris
T76,1.3601677402123449,103.95164211871018,Pasir Ris
T77,1.3616776499929375,103.95277496065556,Pasir Ris
T78,1.3576773100495547,103.95121107233138,Pasir Ris
T79,1.3574127639795266,103.9544694414271,Pasir Ris
T8,1.3464142307322382,103.94419007328688,Tampines
T80,1.3597987523788797,103.954572976966,Pasir Ris
T81,1.3603298279115985,103.95796754389409,Pasir Ris
T9,1.3478163316444631,103.94364671149783,Tampines
UAM1,1.334497808758932,103.87921358148871,Geylang
UA2,1.3336909599995803,103.87922883841398,Geylang
UA3,1.334654434873611,103.88062786478974,Geylang
UA4,1.3352920829560473,103.87892321391767,Geylang
UA5,1.336513362841354,103.88118205349492,Geylang
UA6,1.3342242369297457,103.8791563769783,Geylang
UBKM,1.3148102349625574,103.8708758709943,Kallang
UBK2,1.3155971787693,103.87139746428304,Kallang
UBK4,1.3152879383142535,103.8740882168002,Geylang
UBK5,1.3185357926226655,103.87395939841522,Geylang
UBM1,1.3126416639781904,103.87262135331004,Kallang
UBM2,1.313108419996044,103.87038903663992,Kallang
UCS,1.2866613509167766,103.84185541409288,City
U1,1.348389703017815,103.74698150151224,Bukit Batok
U10,1.345803542198286,103.7437242364322,Bukit Batok
U11,1.3474209171225675,103.74330320604491,Bukit Batok
U12,1.346961571834135,103.74947027262137,Bukit Batok
U13,1.347803447002071,103.75322229615676,Bukit Batok
U14,1.3469896662522876,103.75493417141703,Bukit Batok
U15,1.3488837002095344,103.75543627209288,Bukit Batok
U16,1.3504356366859596,103.75506347479028,Bukit Batok
U17,1.350095965597914,103.7568055731968,Bukit Batok
U18,1.3510894123958357,103.7587333867077,Bukit Batok
U19,1.3485028571990136,103.75832244183836,Bukit Batok
U2,1.3498724840033915,103.74630929254846,Bukit Batok
U20,1.347131956113807,103.76049455516602,Bukit Batok
U21,1.3573554142331292,103.74858361747656,Bukit Batok
U22,1.36076433250331,103.74651456484908,Bukit Batok
U23,1.363021192573962,103.7455653333894,Bukit Batok
U24,1.3639079799053715,103.74764534848646,Bukit Batok
U24T,1.364516331909098,103.7474288288373,Choa Chu Kang
U25,1.363105248330538,103.75000996550098,Bukit Batok
U26,1.36051634143148,103.75013144078066,Bukit Batok
U27,1.3595930873236584,103.75106506231056,Bukit Batok
U28,1.3578757399246892,103.75056115304244,Bukit Batok
U29,1.3585921987921117,103.74929857711686,Bukit Batok
U3,1.351391956544542,103.74435163478522,Bukit Batok
U30,1.356914375548832,103.7526951581767,Bukit Batok
U31,1.3569134026813714,103.75107360482822,Bukit Batok
U32,1.354100234198131,103.75261404178178,Bukit Batok
U33,1.3549782392536949,103.75130696430496,Bukit Batok
U34,1.3517336858231883,103.75370322750751,Bukit Batok
U38,1.3467260929497138,103.744577082454,Bukit Batok
U39,1.3497594316284762,103.75098884548026,Bukit Batok
U4,1.3506535652301486,103.74321996303708,Bukit Batok
U40,1.3486324013971245,103.75136830370435,Bukit Batok
U41,1.3494845970551803,103.75204834998064,Bukit Batok
U41A,1.3501227441783166,103.74966938642947,Bukit Batok
U43,1.3650831137381514,103.74593691879758,Choa Chu Kang
U45,1.3469184920371335,103.75789892567144,Bukit Batok
U46,1.3441682107567352,103.74762688341622,Bukit Batok
U48,1.3614343194045224,103.7487706304378,Bukit Batok
U49,1.345327913138296,103.7508084878924,Bukit Batok
U5,1.350137241282892,103.74467788179156,Bukit Batok
U50,1.3473419453360576,103.75565170531752,Bukit Batok
U51,1.364844191857187,103.74648387196004,Choa Chu Kang
U52,1.3446076956720507,103.74501700592953,Bukit Batok
U53,1.3436012053234196,103.74672677463144,Bukit Batok
U54,1.3507782582674353,103.75525349002392,Bukit Batok
U55,1.3508337587853534,103.73824558370232,Bukit Batok
U56,1.3561462048594244,103.73733078865924,Bukit Batok
U57,1.3460024420437309,103.75535183241456,Bukit Batok
U58,1.35214440888136,103.74047335066804,Bukit Batok
U59,1.3444850702883084,103.75538901628236,Bukit Batok
U6,1.3480295181731,103.74410352317253,Bukit Batok
U60,1.3530392226587296,103.74400854476244,Bukit Batok
U61,1.355666011714308,103.73928122312527,Bukit Batok
U62,1.351629180675143,103.74206663560328,Bukit Batok
U63,1.3592847521921212,103.74984425559444,Bukit Batok
U64,1.3545786731075924,103.73971823110486,Bukit Batok
U65,1.357396043784814,103.7399721677351,Bukit Batok
U66,1.3587025871060816,103.73962149393272,Bukit Batok
U67,1.3605269508051991,103.74232288778497,Bukit Batok
U68,1.3539415227867866,103.73975896046724,Bukit Batok
U69,1.3570852858259217,103.74346597267866,Bukit Batok
U7,1.3487076641120468,103.7420926617603,Bukit Batok
U70,1.3568141709085402,103.74142263735432,Bukit Batok
U71,1.349300079022462,103.74533685166266,Bukit Batok
U72,1.3552577556708825,103.74180752218422,Bukit Batok
U8,1.347161978578856,103.74189460190108,Bukit Batok
U9,1.3458719785511368,103.74120383317222,Bukit Batok
WCB,1.298808293680487,103.85193775629844,City
WCC,1.4349017374168989,103.78661383499852,Woodlands
WCGL,1.4277055618254235,103.78998362192527,Woodlands
WDB1,1.320770032841026,103.8532442121168,Kallang
W10,1.4393517930056627,103.77532018596392,Woodlands
W100,1.4287044514208955,103.79224044528144,Woodlands
W101,1.4425443267234446,103.80578572471464,Sembawang
W102,1.4412048068517598,103.80661662993342,Sembawang
W103,1.4457460247850311,103.79733590276848,Woodlands
W104,1.4439746500165005,103.80753859127638,Sembawang
W105,1.4446673032445208,103.8088593028172,Sembawang
W106,1.4429357583642513,103.80847852325738,Sembawang
W107,1.4298007532188757,103.78959695405756,Woodlands
W108,1.4315825936751374,103.7753038278818,Woodlands
W109,1.4450222780478066,103.79733673907886,Woodlands
W11,1.4422667144042824,103.77271145021486,Woodlands
W11M,1.4427240737592832,103.7728565868057,Woodlands
W12M,1.4446407499951677,103.77220377085833,Woodlands
W13,1.4435372787951029,103.77480790698245,Woodlands
W14,1.4470522162929982,103.77297467231791,Woodlands
W17,1.4366819678680178,103.7816472217671,Woodlands
W18,1.4390425021739437,103.78044295062529,Woodlands
W181,1.4396538699810133,103.77929680078368,Woodlands
W182,1.435158652006726,103.77599832470004,Woodlands
W185,1.436268069028048,103.77647275536084,Woodlands
W187,1.4374260701227373,103.77490762461252,Woodlands
W19,1.4375945522901383,103.77720833374296,Woodlands
W20,1.4350380305719783,103.77475028200838,Woodlands
W21,1.434675002710207,103.77803049237724,Woodlands
W23,1.432211251704956,103.78112571086996,Woodlands
W23T,1.4313183774184233,103.78038564415144,Woodlands
W24,1.4310240348406782,103.77933113821558,Woodlands
W25,1.430318472653442,103.7761943248137,Woodlands
W26,1.431684328302078,103.7742861457734,Woodlands
W27,1.4310251932285876,103.7739106135832,Woodlands
W28,1.4301173304284711,103.77385708979328,Woodlands
W29,1.43009453325602,103.77476656516592,Woodlands
