CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
SK4,,BLK 102A RIVERVALE WALK,1.3821330181244564 103.90006207293186,379,C,HDB
SK5,,BLK 124D RIVERVALE DRIVE,1.3876784877984034 103.90274506989388,0,H,HDB
SK5,,BLK 124D RIVERVALE DRIVE,1.3876784877984034 103.90274506989388,130,Y,HDB
SK5,,BLK 124D RIVERVALE DRIVE,1.3876784877984034 103.90274506989388,613,C,HDB
SK6,,BLK 233A COMPASSVALE WALK,1.3894673244746583 103.90093736379652,347,C,HDB
SK7,,BLK 224E COMPASSVALE WALK,1.3890692026219245 103.89799118724484,360,C,HDB
SK8,,BLK 126A RIVERVALE STREET,1.3898333735561434 103.9021881487761,433,C,HDB
SK9,,BLK 146A RIVERVALE CRESCENT,1.3908141652540114 103.90592175523346,0,Y,HDB
SK9,,BLK 146A RIVERVALE CRESCENT,1.3908141652540114 103.90592175523346,0,H,HDB
SK9,,BLK 146A RIVERVALE CRESCENT,1.3908141652540114 103.90592175523346,402,C,HDB
SLS,,BLK 4 SAGO LANE CAR PARK,1.2816757993298848 103.84297700733711,43,C,HDB
SM1,,BLK 22 SIN MING ROAD,1.3579180845254977 103.83932819509461,66,C,HDB
SM3,,BLK 25 SIN MING ROAD,1.354761590279824 103.8386818487855,98,C,HDB
SM9,,BLK 24A SIN MING ROAD,1.355495311730839 103.83684274383295,21,C,HDB
SMM,,BLK 53A STRATHMORE AVENUE,1.293322432742624 103.80758222567306,386,C,HDB
SMM,,BLK 53A STRATHMORE AVENUE,1.293322432742624 103.80758222567306,0,H,HDB
SMM,,BLK 53A STRATHMORE AVENUE,1.293322432742624 103.80758222567306,169,Y,HDB
SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.2739258167218712 103.83563161921126,51,Y,HDB
SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.2739258167218712 103.83563161921126,0,H,HDB
SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.2739258167218712 103.83563161921126,705,C,HDB
SPS,,BLK 101/102 SPOTTISWOODE PARK CAR PARK,1.2750954612553553 103.83617308630518,16,Y,HDB
SPS,,BLK 101/102 SPOTTISWOODE PARK CAR PARK,1.2750954612553553 103.83617308630518,0,H,HDB
SPS,,BLK 101/102 SPOTTISWOODE PARK CAR PARK,1.2750954612553553 103.83617308630518,82,C,HDB
T11,,BLK 149/151 TAMPINES STREET 12,1.3508262061430616 103.943316985097,76,C,HDB
T12,,BLK 156/160 TAMPINES STREET 12,1.3510860099728532 103.94576460703564,0,C,HDB
T13,,BLK 161/166 TAMPINES STREET 12,1.349023987387097 103.94573873529595,179,C,HDB
T15,,BLK 201A/201C TAMPINES STREET 21,1.3532075642304746 103.95276157879327,15,C,HDB
T16,,BLK 202/205 TAMPINES STREET 21,1.3525500507467536 103.95231205447519,44,C,HDB
T17,,BLK 201D/209/208A TAMPINES STREET 21,1.35198364639392 103.9532687148554,90,C,HDB
T18,,BLK 201E TAMPINES STREET 21,1.353185903086101 103.95393938972612,43,C,HDB
T19,,BLK 210/230 TAMPINES STREET 23,1.354534085648041 103.95334588469464,373,C,HDB
T20,,BLK 231/238 TAMPINES STREET 21,1.3562145094614537 103.94736027787853,167,C,HDB
T24,,BLK 239/244 TAMPINES STREET 21,1.3544353264127196 103.9472789789587,105,C,HDB
T25,,BLK 245/248 TAMPINES STREET 21,1.3526707593456226 103.9471079747848,45,C,HDB
T26,,BLK 249/266 TAMPINES STREET 21,1.35222092783964 103.9490982058391,146,C,HDB
T27,,BLK 251/253 TAMPINES STREET 21,1.3530053637485313 103.94819132677483,68,C,HDB
T28,,BLK 257/260 TAMPINES STREET 21,1.35422923403057 103.94939840662886,114,C,HDB
T29,,BLK 255/264 TAMPINES STREET 21,1.3540288868629384 103.95096706281285,106,C,HDB
T30,,BLK 267/271 TAMPINES STREET 21,1.3510639814667145 103.94941558410162,115,C,HDB
T31,,BLK 268-270 TAMPINES STREET 21,1.3511235363812828 103.94797870694197,85,C,HDB
T32,,BLK 272-275 TAMPINES STREET 22,1.3489435958394622 103.95044650654407,249,C,HDB
T34,,BLK 283/286 TAMPINES STREET 22,1.3489116274741901 103.95268579107773,109,C,HDB
T35,,BLK 287/298/299A/299B TAMPINES STREET 22,1.3488833306592147 103.95423767400028,224,C,HDB
T37,,"BLK 801, 820, 897/898 TAMPINES AVENUE 4/STREET 81",1.3467565733522304 103.93637336474632,528,C,HDB
T38,,"BLK 902-916, 942-946 TAMPINES STREET 91",1.3503210302136281 103.94053617774954,536,C,HDB
T39,,BLK 921-941 TAMPINES STREET 91,1.3456852935792296 103.94048978184578,370,C,HDB
T41,,BLK 821/829 TAMPINES STREET 81,1.3482322059164324 103.93531166289081,73,C,HDB
T42,,BLK 824/827 TAMPINES STREET 81,1.3492885418408336 103.9327240756472,28,C,HDB
T43,,BLK 831/841 TAMPINES STREET 83,1.3511513824465662 103.93433411754486,91,C,HDB
T44,,BLK 830/840 TAMPINES STREET 82,1.350712225300068 103.93537332934677,110,C,HDB
T45,,BLK 843/855 TAMPINES STREET 83,1.3530664094959755 103.93520583669454,136,C,HDB
T46,,BLK 842/856 TAMPINES STREET 82,1.3524976219219016 103.93653032554685,113,C,HDB
T47,,BLK 857/864 TAMPINES STREET 83/AVENUE 5,1.354912464933815 103.93689893386829,267,C,HDB
T48,,BLK 865/874A TAMPINES STREET 83/84,1.3538868384205673 103.9328499922338,419,C,HDB
T49,,BLK 875/886A TAMPINES STREET 84 /AVENUE 8,1.3519908804646168 103.9314300003584,175,C,HDB
T50,,BLK 887-889 TAMPINES STREET 81/AVENUE 3,1.3507224445147399 103.9310008951129,143,C,HDB
T51,,BLK 894-896 TAMPINES STREET 81,1.3487485721747223 103.93170156744118,60,C,HDB
T55,,BLK 501/508 TAMPINES CENTRAL 1,1.3562947494882842 103.9452519486387,5,C,HDB
T57,,BLK 885A TAMPINES STREET 83,1.3507467407006724 103.93306936325645,11,C,HDB
T58,,BLK 872A TAMPINES STREET 86,1.3553423222629253 103.93112476356995,39,C,HDB
T72,,BLK 401/417 TAMPINES STREET 41,1.358094178397361 103.94561015235347,298,C,HDB
T73,,BLK 418/424 TAMPINES STREET 41,1.3580855596311425 103.94692216628563,91,C,HDB
T74,,BLK 425/428 TAMPINES STREET 41,1.359414220220775 103.94821346132834,95,C,HDB
T75,,BLK 429/432 TAMPINES STREET 41,1.3593290032416814 103.95045443431653,74,C,HDB
T76,,BLK 433/443 TAMPINES STREET 43,1.360167740225151 103.95164211871052,100,C,HDB
T77,,BLK 472/484 TAMPINES STREET 43/44,1.3616776500027665 103.95277496065593,8,C,HDB
T78,,BLK 444/450 TAMPINES STREET 42,1.3576773100672723 103.95121107233172,87,C,HDB
T79,,BLK 451/460 TAMPINES STREET 42,1.357412763997765 103.95446944142742,203,C,HDB
T7A,,BLK 136A TAMPINES STREET 11,1.3449619353126192 103.94562724999828,262,C,HDB
T80,,BLK 461/471 TAMPINES STREET 44,1.359798752392413 103.95457297696635,202,C,HDB
T81,,BLK 485A/489C TAMPINES STREET 45/AVENUE 9,1.3603298279240847 103.95796754389444,307,C,HDB
TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRESCENT,1.2784436505655095 103.81857405338057,0,H,HDB
TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRESCENT,1.2784436505655095 103.81857405338057,1,Y,HDB
TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRESCENT,1.2784436505655095 103.81857405338057,0,C,HDB
TB2,,BLK 8-10 TELOK BLANGAH CRESCENT,1.2776056911533893 103.81934329580683,0,H,HDB
TB2,,BLK 8-10 TELOK BLANGAH CRESCENT,1.2776056911533893 103.81934329580683,18,Y,HDB
TB2,,BLK 8-10 TELOK BLANGAH CRESCENT,1.2776056911533893 103.81934329580683,51,C,HDB
TB3,,BLK 12/22 TELOK BLANGAH CRESCENT,1.276839182858401 103.81946766823731,34,C,HDB
TB3,,BLK 12/22 TELOK BLANGAH CRESCENT,1.276839182858401 103.81946766823731,44,Y,HDB
TB3,,BLK 12/22 TELOK BLANGAH CRESCENT,1.276839182858401 103.81946766823731,0,H,HDB
TB6,,BLK 27/33 TELOK BLANGAH WAY,1.2739507972195132 103.82215128778152,0,H,HDB
TB6,,BLK 27/33 TELOK BLANGAH WAY,1.2739507972195132 103.82215128778152,124,C,HDB
TB6,,BLK 27/33 TELOK BLANGAH WAY,1.2739507972195132 103.82215128778152,0,Y,HDB
TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451484880775 103.82139918679458,169,C,HDB
TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451484880775 103.82139918679458,0,Y,HDB
TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451484880775 103.82139918679458,0,H,HDB
TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644047567205 103.82075485255133,31,Y,HDB
TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644047567205 103.82075485255133,0,H,HDB
TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644047567205 103.82075485255133,67,C,HDB
TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288997759218 103.82223343925573,0,H,HDB
TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288997759218 103.82223343925573,34,Y,HDB
TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288997759218 103.82223343925573,43,C,HDB
TBL,,BLK 90B TELOK BLANGAH STREET 31,1.276480759367428 103.80676130700216,997,C,HDB
TBM,,BLK 48A TELOK BLANGAH DRIVE,1.2717912859936662 103.81066870217606,186,C,HDB
TE1,,BLK 115-117 JALAN BUKIT MERAH,1.2813137150558302 103.82645402589351,31,Y,HDB
TE1,,BLK 115-117 JALAN BUKIT MERAH,1.2813137150558302 103.82645402589351,0,H,HDB
TE1,,BLK 115-117 JALAN BUKIT MERAH,1.2813137150558302 103.82645402589351,9,C,HDB
TE2,,BLK 105-107 JALAN BUKIT MERAH,1.2799822967805996 103.82507997347746,145,C,HDB
TE3,,BLK 108/110/112 JALAN BUKIT MERAH,1.2797413916475806 103.82614156083449,0,C,HDB
TE4,,BLK 132-138 JALAN BUKIT MERAH,1.2783696397542703 103.82784357064982,6,C,HDB
TE9,,BLK 61/69 SENG POH LANE,1.2838768066696309 103.8329723730045,117,C,HDB
TG1,,BLK 24 & 25 TEBAN GARDENS,1.323312992950122 103.73763450939545,74,C,HDB
TG2,,BLK 49 TO 54 TEBAN GARDENS,1.3215742970370052 103.73760190016453,122,C,HDB
TG3,,BLK 30/31/46/48 TEBAN GARDENS,1.3206349930580494 103.73897739773979,115,C,HDB
TG6,,"BLK 32, 39/41 TEBAN GARDENS",1.3218251385029338 103.74109269694634,94,C,HDB
TG7,,BLK 33/38/43/45 TEBAN GARDENS,1.320145362976941 103.74229100005543,156,C,HDB
TH1,,BLK 112 PLANTATION CRESCENT,1.3554337141886692 103.73460441714072,219,C,HDB
TH2,,BLK 131 TENGAH GARDEN AVENUE,1.3563702236527688 103.73240237982328,290,C,HDB
TH3,,BLK 123 & 129 TENGAH DRIVE/PLANTATION CRESCENT,1.359125859759692 103.73487590542159,606,C,HDB
TH4,,BLK 117 PLANTATION CRESCENT,1.3576852282602498 103.73618211445526,309,C,HDB
THM,,BLK 37B COMMONWEALTH DRIVE,1.2982031224510073 103.79789417922319,117,Y,HDB
THM,,BLK 37B COMMONWEALTH DRIVE,1.2982031224510073 103.79789417922319,0,H,HDB
THM,,BLK 37B COMMONWEALTH DRIVE,1.2982031224510073 103.79789417922319,256,C,HDB
TM3,,BLK 496A TAMPINES STREET 43,1.3612627825137873 103.9505649720125,226,C,HDB
TM4,,BLK 494A TAMPINES STREET 43,1.3630952287587423 103.95216148876759,536,C,HDB
TM6,,BLK 307A TAMPINES STREET 32,1.3532478142322184 103.95634938237923,801,C,HDB
TM7,,BLK 311A TAMPINES STREET 33,1.352808966683574 103.95762516100419,101,C,HDB
TM8,,BLK 316A TAMPINES STREET 33,1.3515006917253563 103.95720428465252,44,C,HDB
TM9,,BLK 330A TAMPINES STREET 32,1.3533454116000694 103.95909306588744,5,C,HDB
TP2,,BLK 85/A/B/C LORONG 4 TOA PAYOH,1.3361796318505617 103.84824149822954,0,C,HDB
TP3,,BLK 66/70/73 LORONG 4 TOA PAYOH,1.335341205637599 103.85155022411546,5,C,HDB
TP7,,BLK 100/103-106 LORONG 1 TOA PAYOH,1.3398039018507364 103.8487651725943,107,C,HDB
TP8,,BLK 91-96/98/100 LORONG 3 TOA PAYOH,1.3393917415183962 103.84845103464671,108,C,HDB
TPL,,BLK 5/7 TANJONG PAGAR,1.2769075748734604 103.84300740411054,0,C,HDB
TPM,,BLK 1/6 TANJONG PAGAR MSCP,1.2754814002502264 103.8422974022622,245,C,HDB
TR1,,BLK 102/107 TOWNER ROAD,1.3197304025181023 103.86110961644926,136,C,HDB
TRM,,BLK 14A KAMPONG ARANG ROAD,1.3003313037300186 103.88365782138324,165,C,HDB
TRM,,BLK 14A KAMPONG ARANG ROAD,1.3003313037300186 103.88365782138324,0,H,HDB
TRM,,BLK 14A KAMPONG ARANG ROAD,1.3003313037300186 103.88365782138324,38,Y,HDB
TW1,,BLK 25/26 TECK WHYE LANE,1.377688148620038 103.75515917100051,0,C,HDB
TW2,,BLK 15-20 TECK WHYE LANE,1.3787499751268926 103.75447493964889,132,C,HDB
TW3,,BLK 8/11 TECK WHYE LANE,1.3803300689237168 103.75450502128677,124,C,HDB
TW4,,BLK 1/7 TECK WHYE AVENUE,1.382072510826002 103.75309846721048,76,C,HDB
U10,,BLK 178/184 BUKIT BATOK WEST AVENUE 8,1.3458035422394223 103.74372423643253,61,C,HDB
U11,,BLK 166 BUKIT BATOK WEST AVENUE 8,1.347420917160514 103.74330320604527,0,C,HDB
U11,,BLK 166 BUKIT BATOK WEST AVENUE 8,1.347420917160514 103.74330320604527,21,H,HDB
U12,,BLK 201/211 BUKIT BATOK STREET 21,1.346961571872988 103.7494702726217,311,C,HDB
U13,,BLK 212/230 BUKIT BATOK STREET 21,1.3478034470392635 103.75322229615709,229,C,HDB
U15,,BLK 231/237 BUKIT BATOK EAST AVENUE 5,1.3488837002445964 103.75543627209322,184,C,HDB
U17,,BLK 242/253 BUKIT BATOK EAST AVENUE 2/5,1.350095965630586 103.75680557319713,166,C,HDB
U18,,BLK 254/265 BUKIT BATOK EAST AVENUE 4,1.3510894124265482 103.75873338670804,100,C,HDB
U19,,BLK 266/284 BUKIT BATOK EAST AVENUE 3/4,1.3485028572348268 103.7583224418387,243,C,HDB
U21,,BLK 301/309 BUKIT BATOK STREET 31,1.3573554142514839 103.74858361747691,105,C,HDB
U22,,BLK 310/323 BUKIT BATOK STREET 32/33,1.3607643325149426 103.74651456484943,150,C,HDB
U23,,BLK 407-426 BUKIT BATOK WEST AVENUE 2/4,1.363021192581144 103.74556533338973,176,C,HDB
U24,,BLK 324/336 BUKIT BATOK STREET 32/33,1.3639079799108047 103.74764534848681,94,C,HDB
U25,,BLK 337-353/355-356 BUKIT BATOK STREET 34,1.363105248337555 103.75000996550132,240,C,HDB
U26,,BLK 354/357-370 BUKIT BATOK STREET 31,1.3605163414436017 103.75013144078103,180,C,HDB
U27,,BLK 371-373 BUKIT BATOK STREET 31,1.3595930873376008 103.7510650623109,5,C,HDB
U28,,BLK 374-376 BUKIT BATOK STREET 31,1.357875739942018 103.75056115304278,3,C,HDB
U29,,BLK 376 BUKIT BATOK MSCP,1.3585921988080278 103.74929857711719,289,C,HDB
U30,,BLK 523-525 BUKIT BATOK STREET 52,1.3569143755680568 103.75269515817705,59,C,HDB
U31,,BLKS 526-534 BUKIT BATOK STREET 51,1.3569134027005978 103.75107360482858,67,C,HDB
U32,,BLKS 512-514 BUKIT BATOK STREET 52,1.3541002342229054 103.75261404178212,47,C,HDB
U33,,BLKS 535-542 BUKIT BATOK STREET 51/52,1.354978239276738 103.75130696430531,68,C,HDB
U34,,BLKS 501-511 BUKIT BATOK STREET 52,1.35173368585263 103.75370322750787,116,C,HDB
U38,,BLK 185/187 BUKIT BATOK WEST AVENUE 6,1.3467260929890301 103.74457708245434,5,C,HDB
U39,,BLK 631 BUKIT BATOK CENTRAL,1.3497594316618116 103.7509888454806,239,C,HDB
U40,,BLK 644A BUKIT BATOK CENTRAL,1.3486324014326818 103.7513683037047,263,C,HDB
U41,,BLK 632/644 BUKIT BATOK CENTRAL,1.349484597089057 103.75204834998098,15,C,HDB
U43,,BLK 404A BUKIT BATOK WEST AVENUE 7,1.3650831137412673 103.74593691879792,113,C,HDB
U45,,BLK 285A BUKIT BATOK EAST AVENUE 3,1.3469184920760717 103.75789892567177,63,C,HDB
U46,,BLK 297 - 299 BUKIT BATOK ST 22 BUKIT BATOK STREET 22,1.3441682108010968 103.74762688341657,118,C,HDB
U48,,BLK 350 BUKIT BATOK STREET 32,1.361434319414834 103.74877063043814,46,C,HDB
U50,,BLK 230A BUKIT BATOK ST 21 BUKIT BATOK STREET 21,1.347341945374161 103.75565170531787,26,C,HDB
U51,,BLK 412A BUKIT BATOK WEST AVENUE 4,1.364844191860774 103.74648387196036,170,C,HDB
U52,,BLK 194 BUKIT BATOK WEST AVENUE 6,1.3446076957155455 103.74501700592985,416,C,HDB
U54,,241A BUKIT BATOK EAST AVENUE 5,1.3507782582987609 103.75525349002427,175,C,HDB
U55,,BLK 445 BUKIT BATOK WEST AVENUE 8,1.3508337588165686 103.73824558370266,347,C,HDB
U56,,BLK 443 BUKIT BATOK WEST AVENUE 8,1.3561462048801636 103.73733078865959,381,C,HDB
U57,,BLK 293 BUKIT BATOK STREET 21,1.3460024420844754 103.75535183241492,506,C,HDB
U58,,BLK 448 BT BATOK WEST AVENUE 9,1.3521444089099905 103.7404733506684,420,C,HDB
U60,,BLK 451 BUKIT BATOK WEST AVENUE 6,1.3530392226855958 103.74400854476278,202,C,HDB
U63,,BLK 377A BUKIT BATOK STREET 31,1.359284752206672 103.74984425559481,19,C,HDB
U64,,BLK 461 BUKIT BATOK WEST AVENUE 8,1.3545786731314229 103.7397182311052,164,C,HDB
U65,,BLK 439 BUKIT BATOK WEST AVENUE 8,1.3573960438030883 103.73997216773544,139,C,HDB
U66,,BLK 436 BUKIT BATOK WEST AVENUE 5,1.3587025871217793 103.73962149393307,249,C,HDB
U67,,BLK 432 BUKIT BATOK WEST AVENUE 8,1.3605269508172995 103.74232288778529,170,C,HDB
U68,,BLK 460 BUKIT BATOK WEST AVENUE 9,1.3539415228118734 103.7397589604676,116,C,HDB
U69,,BLK 467 BUKIT BATOK WEST AVENUE 9,1.357085285844809 103.74346597267902,177,C,HDB
U70,,BLK 463 BUKIT BATOK STREET 41,1.356814170927962 103.74142263735469,126,C,HDB
U71,,BLK 113C BUKIT BATOK WEST AVENUE 6,1.3493000790567022 103.74533685166301,46,C,HDB
U72,,BLK 469 BUKIT BATOK WEST AVE 9,1.3552577556933738 103.74180752218454,41,C,HDB
UA2,,BLK 3 TO 5 UPPER ALJUNIED LANE,1.333690960064609 103.87922883841432,0,C,HDB
UA3,,BLK 10/11/19 TO 21 JOO SENG ROAD,1.3346544349367384 103.88062786479009,84,C,HDB
UA5,,BLK 12 TO 18 JOO SENG ROAD,1.336513362900815 103.88118205349527,142,C,HDB
W10,,BLK 4/5 MARSILING ROAD,1.439351793006844 103.77532018596429,38,C,HDB
W11,,BLK 22/27 MARSILING DRIVE,1.4422667144055108 103.77271145021521,0,C,HDB
W13,,BLK 201/206 MARSILING DRIVE,1.4435372787963516 103.77480790698282,38,C,HDB
W14,,BLK 210/218 MARSILING CRESCENT,1.4470522162943045 103.77297467231824,116,C,HDB
W17,,BLK 101-113 WOODLANDS STREET 13,1.4366819678691551 103.78164722176744,154,C,HDB
W18,,BLK 114-133 MARSILING RISE,1.4390425021751194 103.78044295062564,155,C,HDB
W19,,BLK 134-143 MARSILING ROAD,1.437594552291291 103.77720833374329,19,C,HDB
W20,,BLK 144-166 WOODLANDS STREET 13,1.4350380305730892 103.77475028200872,0,C,HDB
W21,,BLK 167-179 WOODLANDS STREET 13,1.434675002711312 103.77803049237757,143,C,HDB
W23,,BLK 336-350 WOODLANDS STREET 32,1.4322112517060206 103.7811257108703,32,C,HDB
W24,,BLK 321-335 WOODLANDS STREET 32,1.4310240348417236 103.77933113821592,56,C,HDB
W25,,BLK 307-320 WOODLANDS AVENUE 1,1.4303184726544758 103.77619432481404,49,C,HDB
W26,,BLK 301/302 WOODLANDS STREET 31,1.431684328303134 103.77428614577374,16,C,HDB
W27,,BLK 303 WOODLANDS STREET 31,1.4310251932296332 103.77391061358355,0,C,HDB
W28,,BLK 304/305 WOODLANDS STREET 31,1.4301173304295016 103.77385708979362,10,C,HDB
W30,,BLK 305 WOODLANDS STREET 31,1.430290199552415 103.77406832476439,118,C,HDB
W36,,BLK 801-810 WOODLANDS STREET 81,1.4413783621127558 103.78641906620312,163,C,HDB
W37,,BLK 816-821 WOODLANDS STREET 82,1.4418753225479393 103.79043222000018,2,C,HDB
W39,,BLK 830-836 WOODLANDS STREET 83,1.4399002817939701 103.79122797617217,23,C,HDB
W40,,BLK 837-850 WOODLANDS STREET 82,1.4415962808239826 103.79201590186975,89,C,HDB
W41,,BLK 851-856 WOODLANDS STREET 83,1.4400107886464435 103.79332170861846,325,C,HDB
W43,,BLK 406A WOODLANDS STREET 41,1.4295038333638899 103.77206088192753,164,C,HDB
W44,,BLK 413A WOODLANDS STREET 41,1.427989855033429 103.7722639184588,42,C,HDB
W45,,BLK 421A WOODLANDS STREET 41,1.4279814043261627 103.77516184012678,103,C,HDB
W46,,BLK 426A WOODLANDS STREET 41,1.4266570986035876 103.77367553747732,312,C,HDB
W48,,BLK 874A WOODLANDS STREET 81,1.4431678994132517 103.78902604693765,133,C,HDB
W49,,BLK 839A WOODLANDS STREET 82,1.4429076813594603 103.7920282114778,391,C,HDB
W4L,,BLK 21 MARSILING LANE,1.44413300497871 103.77750393928225,0,C,HDB
W4M,,BLK 7A MARSILING DRIVE,1.4415585331697787 103.77598351244087,218,C,HDB
W52,,BLK 823A WOODLANDS STREET 82,1.4413983720676704 103.78948653597391,128,C,HDB
W53,,BLK 881A WOODLANDS STREET 82,1.4444941527419706 103.79143331679941,142,C,HDB
W54,,BLK 824A WOODLANDS STREET 81,1.4394188788314237 103.78907507943376,111,C,HDB
W55,,BLK 859A WOODLANDS STREET 83,1.4398048028720318 103.79452913617226,298,C,HDB
W56,,BLK 891C WOODLANDS DRIVE 50,1.4381599526106752 103.79146735457718,392,C,HDB
W57,,BLK 892C WOODLANDS DRIVE 50,1.4367821347980243 103.78945084654266,228,C,HDB
W58,,BLK 895D WOODLANDS DRIVE 50,1.436050161908514 103.79225243917496,169,C,HDB
W59,,BLK 897D WOODLANDS DRIVE 50,1.4363199769310497 103.79461887935162,167,C,HDB
W5M,,BLK 13A MARSILING LANE,1.4416394038212181 103.77875344943128,86,C,HDB
W61,,BLK 358A WOODLANDS AVENUE 5,1.4332167018199602 103.78394716416399,110,C,HDB
W64,,BLK 605A WOODLANDS DRIVE 42,1.4379842973759234 103.79710041815864,180,C,HDB
W65,,BLK 701A WOODLANDS DRIVE 40,1.441136622847121 103.79597944897571,111,C,HDB
W66,,BLK 709A WOODLANDS DRIVE 70,1.441096039378379 103.7979975934064,165,C,HDB
W67,,BLK 714A WOODLANDS DRIVE 70,1.4415022181349535 103.79906542301597,270,C,HDB
W68,,BLK 718A WOODLANDS AVENUE 6,1.4414225381620225 103.80052216679431,178,C,HDB
W69,,BLK 721A WOODLANDS AVENUE 6,1.4447277856239684 103.79980332120448,167,C,HDB
W70,,BLK 739A WOODLANDS CIRCLE,1.4445112227938177 103.7968091402524,231,C,HDB
W71,,BLK 728A WOODLANDS CIRCLE,1.4431865217500428 103.79898848589772,230,C,HDB
W72,,BLK 792A WOODLANDS AVENUE 6,1.442625935785318 103.80191604139283,313,C,HDB
W73,,BLK 796A WOODLANDS DRIVE 72,1.4433108832626174 103.80376969030883,247,C,HDB
W74,,BLK 737A WOODLANDS CIRCLE,1.4432155979714019 103.79635353028425,264,C,HDB
W75,,BLK 747A WOODLANDS CIRCLE,1.4433046016684117 103.79557899104918,224,C,HDB
W76,,BLK 748A WOODLANDS CIRCLE,1.444918126458024 103.79510174281015,286,C,HDB
W77,,BLK 757A WOODLANDS AVENUE 4,1.4460606062365589 103.79389846144093,218,C,HDB
W78,,BLK 759A WOODLANDS AVENUE 6,1.4465930294621343 103.79602620929903,261,C,HDB
W79,,BLK 773A WOODLANDS DRIVE 60,1.4477311107385056 103.79848075891503,274,C,HDB
W80,,BLK 775A WOODLANDS CRESCENT,1.448166564478985 103.80034232483119,189,C,HDB
W81,,BLK 786A WOODLANDS DRIVE 60,1.4459803344589992 103.80004089789713,161,C,HDB
W82,,BLK 787A WOODLANDS CRESCENT,1.4445143800782152 103.80160710865407,208,C,HDB
W83,,BLK 608A WOODLANDS RING ROAD,1.4361090181000102 103.7971576397168,420,C,HDB
W84,,BLK 614A WOODLANDS AVENUE 4,1.4348354207345184 103.79591598929514,290,C,HDB
W85,,BLK 622A WOODLANDS DRIVE 52,1.4340975780366185 103.79910136039977,307,C,HDB
W86,,BLK 644A WOODLANDS RING ROAD,1.437361837024159 103.80114955716351,412,C,HDB
W87,,BLK 649A WOODLANDS RING ROAD,1.4385397149041883 103.80023093157101,309,C,HDB
W88,,BLK 656A WOODLANDS RING ROAD,1.4372209438676922 103.79871604274014,332,C,HDB
W89,,BLK 661A WOODLANDS RING ROAD,1.4358427798936686 103.79855433158924,385,C,HDB
W8M,,BLK 2A MARSILING DRIVE,1.4401825671949129 103.77634762861884,112,C,HDB
W90,,BLK 626A WOODLANDS DRIVE 52,1.4341060425236778 103.80011427959671,280,C,HDB
W91,,BLK 630A WOODLANDS RING ROAD,1.435105945573806 103.80116450450194,258,C,HDB
W92,,BLK 633A WOODLANDS RING ROAD,1.4362606314146178 103.80205527963084,190,C,HDB
W93,,BLK 639A WOODLANDS RING ROAD,1.4377828988775796 103.80259162468833,304,C,HDB
W94,,BLK 678A WOODLANDS AVENUE 6,1.440544962914256 103.80167873960008,98,C,HDB
W95,,BLK 788A WOODLANDS CRESCENT,1.444172955416901 103.8017805689918,431,C,HDB
W96,,BLK 667A WOODLANDS RING ROAD,1.438891050529639 103.79791766664528,645,C,HDB
W98,,BLK 681 WOODLANDS DRIVE 62,1.4395974217105956 103.80350329793254,492,C,HDB
WCB,,BLK 261/262/264 WATERLOO BASEMENT CAR PARK,1.2988082936793757 103.85193775629877,76,C,HDB
WCC,,900 SOUTH WOODLANDS DR,1.4349017374180075 103.78661383499887,167,C,HDB
WGL,,BLK 781 TO 783 WOODLANDS AVENUE 9/CRESCENT/RISE,1.4471338294959097 103.80416399142102,98,C,HDB
Y10,,BLK 753/774 YISHUN STREET 72/AVENUE 3,1.4238427576509682 103.83328227539955,801,C,HDB
Y11,,BLK 717/730 YISHUN STREET 71,1.4257754612189792 103.82995451109528,381,C,HDB
Y12,,"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7",1.4367426300913686 103.83236622129573,251,C,HDB
Y13,,"BLK 201/202, 207/212 YISHUN STREET 21",1.431214895660833 103.83786491910459,161,C,HDB
Y14,,"BLK 203/206, 213/222 YISHUN STREET 21",1.4326736396033883 103.83566122456357,348,C,HDB
Y15,,BLK 227/235 YISHUN STREET 21,1.4346481536841298 103.83681432353201,129,C,HDB
Y16,,BLK 238/242 YISHUN RING ROAD,1.4330620867025687 103.83943828884162,72,C,HDB
Y17,,BLK 243/257 YISHUN RING ROAD/AVENUE 9,1.4350634439033634 103.84116106834908,185,C,HDB
Y18,,BLK 258/264 YISHUN STREET 22,1.4357473677570436 103.83951188284264,91,C,HDB
